course_link,course_name,instructor,old_price,new_price,number_of_students,rating,sections,lectures,duration,what_you_learn,tags
https://unica.vn/luna-a-chinh-phuc-9-diem-thi-dai-hoc-mon-tieng-anh-ii,Luna A: Chinh phục 9 điểm thi đại học môn tiếng Anh II,Nguyệt Ca,799.000,599.000,48,5.0,6 phần,29 bài giảng,04 giờ 28 phút,"Học viên sẽ được cải thiện kiến thức ngữ pháp một cách bài bản nhất. Biết cách xây dựng và trau dồi vốn từ vựng, những ứng dụng thực tế trong cuộc sống đã được giảng dạy trong các bài học.. Nắm được kiến thức cơ bản chuẩn bị cho các khoá học tiếng Anh giao tiếp và kỳ thi chuẩn hoá tiếng Anh như IELTS, TOEIC, TOEFL. Ứng dụng trong thực tế và tự tin hơn với vốn tiếng anh của mình",Tiếng Anh
https://unica.vn/luna-a-chinh-phuc-9-diem-thi-dai-hoc-mon-tieng-anh-i,Luna A: Chinh phục 9 điểm thi đại học môn tiếng Anh I,Nguyệt Ca,799.000,599.000,64,5.0,8 phần,142 bài giảng,20 giờ 11 phút,"Được cải thiện kiến thức ngữ pháp một cách bài bản nhất. Biết cách xây dựng và trau dồi vốn từ vựng. Ứng dụng vào thực tế cuộc sống qua kiến thức được giảng dạy trong các bài học.. Nắm được kiến thức cơ bản chuẩn bị cho các khoá học tiếng Anh giao tiếp và kỳ thi chuẩn hoá tiếng Anh như IELTS, TOEIC, TOEFL, ....",Tiếng Anh
https://unica.vn/bi-quyet-thuc-chien-chinh-phuc-6-5-ielts-trong-2-thang,Bí quyết thực chiến chinh phục 6.5 IELTS trong 2 tháng,Âu Vĩnh Chương,900.000,499.000,34,4.8,5 phần,31 bài giảng,05 giờ 44 phút,"Biết cách đặt mục tiêu và chiến lược ôn luyện trong thời gian ngắn cho phù hợp. Hiểu được cách mà các kĩ năng bổ trợ cho nhau, học 1 cải thiện 4. Biết được cách ôn kết hợp các kĩ năng lại với nhau, sử dụng cùng 1 tài liệu để tối ưu hóa thời gian làm của mình. Cải thiện được điểm thi","Tiếng Anh, Ielts"
https://unica.vn/bi-mat-tre-thanh-thao-tieng-anh-nhu-nguoi-ban-xu,Trẻ Thành Thạo Tiếng Anh Như Người Bản Xứ,Katy,800.000,499.000,35,5.0,2 phần,70 bài giảng,10 giờ 31 phút,Trẻ sẽ học được cách phát ẩm chuẩn như trẻ ở các nước bản xứ học. Trẻ sẽ biết các sử dụng các cấu trúc ngữ pháp căn bản khi mới bắt đầu học Tiếng Anh. Trẻ sẽ học được vốn kiến thức từ vựng phong phú và đa dạng để giúp trẻ tự tin hơn khi thực hành các hội thoại giao tiếp hàng ngày. Trẻ sẽ có những phút giây học tập thật là thư giãn và bổ ích với cô giáo Katy thông qua các bài giảng được thiết kế rất sinh động. Trẻ có thể vừa học vừa chơi mà vẫn đảm bảo tiếp thu cao.. Trẻ sẽ có bước đệm vững chắc để giao tiếp Tiếng Anh như chính ngôn ngữ mẹ đẻ của mình.,"Tiếng Anh trẻ em, Tiếng Anh"
https://unica.vn/dam-phan-chuyen-nghiep-bang-tieng-anh,Đàm phán chuyên nghiệp bằng Tiếng Anh,Quynh Vu - Founder Quick Start English,800.000,699.000,33,5.0,4 phần,22 bài giảng,02 giờ 22 phút,Nắm được 1000 từ vựng và cụm từ tiếng Anh sử dụng trong đàm phán. Nắm rõ 15 nguyên tắc đàm phán chủ chốt trong kinh doanh. Thực hành kĩ năng xử lí tình huống qua các ví dụ thực tế trong kinh doanh.. Công việc thuận lợi và lên tầm cao mới với kỹ năng đàm phán tiếng anh.,Tiếng Anh
https://unica.vn/tieng-trung-so-cap-2-tu-tin-giao-tiep,Tiếng trung sơ cấp 2 - Tự tin giao tiếp,Hương Vy,600.000,399.000,91,5.0,7 phần,18 bài giảng,03 giờ 54 phút,"Cam kết đầu ra cho học viên là HS3. Giao tiếp thành thạo các chủ đề giao tiếp thông dụng. Đọc thông, nói thạo, đánh máy tốt tiếng Trung. Tự tin học lên các cấp học cao hơn","Tiếng Trung, Tiếng Trung Sơ Cấp"
https://unica.vn/tieng-trung-so-cap-1-dot-pha-tieng-trung-cho-nguoi-moi-bat-dau,Tiếng trung sơ cấp 1 - Đột phá tiếng Trung cho người mới bắt đầu,Châu Thanh Hằng,700.000,399.000,63,5.0,5 phần,31 bài giảng,03 giờ 10 phút,"Có ngay 200 từ vựng, 30 cấu trúc ngữ pháp cơ bản dành cho người mới bắt đầu. Phương pháp học chữ Hán qua câu chuyện giúp bạn nhớ mặt chữ dễ dàng. Luyện khả năng nghe, nói, đọc, viết trong phạm vi những chủ đề của khóa học. Kiến thức để thi HSK 1/6 (Mức HSK thứ 1 trong 6 cấp HSK theo quy định của Trung Quốc, có giá trị toàn cầu)","Tiếng Trung, Tiếng Trung Sơ Cấp"
https://unica.vn/lam-chu-ngu-am-tieng-anh-cung-tac-gia,Làm chủ ngữ âm tiếng Anh,Trần Minh Hoàng,600.000,400.000,2,5.0,2 phần,21 bài giảng,02 giờ 20 phút,Vững kiến thức và tự tin làm chủ ngữ âm tiếng Anh. Tạo động lực khám phá và tích lũy vốn từ vựng nhanh hơn bình thường. Nâng cao khả năng giao tiếp và phản xạ. Giúp học viên tự tin chinh phục các mục tiêu cao hơn trong giao tiếp hay chứng chỉ quốc tế,"Tiếng Anh, Phát âm tiếng Anh"
https://unica.vn/tieng-duc-cho-nguoi-bat-dau-trinh-do-a1,Tiếng Đức cho người bắt đầu ,Phan Trần Hồng Trâm,799.000,399.000,140,4.7,3 phần,42 bài giảng,05 giờ 23 phút,"Bạn sẽ nắm được 500 từ vựng và các mẫu câu căn bản, thông dụng nhất. Bạn sẽ tạo được nền tảng ngữ pháp chắc để chuẩn bị cho trình độ cao hơn. Bạn sẽ tự tin hơn trong phát âm tiếng Đức, thành thục trong các tình huống giao tiếp thông thường.. Bạn sẽ hình thành thói quen tự học có hướng dẫn hiệu quả",Tiếng Đức
https://unica.vn/ngu-phap-can-ban-tieng-anh,Ngữ pháp căn bản tiếng Anh,Trung tâm tiếng Anh Efis English - Hanoi Free Private Tour Guide ,799.000,499.000,39,5.0,3 phần,41 bài giảng,03 giờ 05 phút,"Tự tin với vốn ngữ pháp sử dụng trong giao tiếp: Nói đúng, nói hay. Học viên có cái nhìn đầy đủ và tổng thể về ngữ pháp căn bản trong tiếng Anh. Học viên có nền tảng ngữ pháp vững chắc để tự tin áp dụng trong giao tiếp tiếng Anh cuộc sống và công việc. Có kiến thức nền tảng để học chuyên sâu thêm","Tiếng Anh, Ngữ pháp tiếng Anh"
https://unica.vn/tieng-trung-giao-tiep-2,Tiếng Trung Giao Tiếp - 2,Phan Hồng Đạt,699.000,499.000,10,5.0,17 phần,20 bài giảng,10 giờ 58 phút,- Phát triển thêm về từ vựng cũng như mẫu câu đàm thoại.. - Nhận biết thêm gần 200 chữ Hán thông dụng.. - Thực hiện giao tiếp với nhiều tình huống khác nhau.. - Các cấu trúc ngữ pháp cơ bản trong tiếng Trung.,"Tiếng Trung, Giao tiếp tiếng Trung"
https://unica.vn/tieng-trung-giao-tiep-1,Tiếng Trung Giao Tiếp - 1,Phan Hồng Đạt,599.000,499.000,42,5.0,8 phần,26 bài giảng,12 giờ 53 phút,"Tự biết cách luyện phát âm tiếng Trung sao cho chuẩn.. Giao tiếp cơ bản sau khóa học.. Có nền tảng cơ bản để tự học tiếng Trung sau khi hoàn thành khóa học.. Sử dụng thành thạo chữ Hán đã học trên điện thoại, máy tính.","Tiếng Trung, Giao tiếp tiếng Trung"
https://unica.vn/luna-a-chinh-phuc-9-diem-thi-dai-hoc-mon-tieng-anh-ii,Luna A: Chinh phục 9 điểm thi đại học môn tiếng Anh II,Nguyệt Ca,799.000,599.000,48,5.0,6 phần,29 bài giảng,04 giờ 28 phút,"Học viên sẽ được cải thiện kiến thức ngữ pháp một cách bài bản nhất. Biết cách xây dựng và trau dồi vốn từ vựng, những ứng dụng thực tế trong cuộc sống đã được giảng dạy trong các bài học.. Nắm được kiến thức cơ bản chuẩn bị cho các khoá học tiếng Anh giao tiếp và kỳ thi chuẩn hoá tiếng Anh như IELTS, TOEIC, TOEFL. Ứng dụng trong thực tế và tự tin hơn với vốn tiếng anh của mình",Tiếng Anh
https://unica.vn/luna-a-chinh-phuc-9-diem-thi-dai-hoc-mon-tieng-anh-i,Luna A: Chinh phục 9 điểm thi đại học môn tiếng Anh I,Nguyệt Ca,799.000,599.000,64,5.0,8 phần,142 bài giảng,20 giờ 11 phút,"Được cải thiện kiến thức ngữ pháp một cách bài bản nhất. Biết cách xây dựng và trau dồi vốn từ vựng. Ứng dụng vào thực tế cuộc sống qua kiến thức được giảng dạy trong các bài học.. Nắm được kiến thức cơ bản chuẩn bị cho các khoá học tiếng Anh giao tiếp và kỳ thi chuẩn hoá tiếng Anh như IELTS, TOEIC, TOEFL, ....",Tiếng Anh
https://unica.vn/bi-quyet-thuc-chien-chinh-phuc-6-5-ielts-trong-2-thang,Bí quyết thực chiến chinh phục 6.5 IELTS trong 2 tháng,Âu Vĩnh Chương,900.000,499.000,34,4.8,5 phần,31 bài giảng,05 giờ 44 phút,"Biết cách đặt mục tiêu và chiến lược ôn luyện trong thời gian ngắn cho phù hợp. Hiểu được cách mà các kĩ năng bổ trợ cho nhau, học 1 cải thiện 4. Biết được cách ôn kết hợp các kĩ năng lại với nhau, sử dụng cùng 1 tài liệu để tối ưu hóa thời gian làm của mình. Cải thiện được điểm thi","Tiếng Anh, Ielts"
https://unica.vn/bi-mat-tre-thanh-thao-tieng-anh-nhu-nguoi-ban-xu,Trẻ Thành Thạo Tiếng Anh Như Người Bản Xứ,Katy,800.000,499.000,35,5.0,2 phần,70 bài giảng,10 giờ 31 phút,Trẻ sẽ học được cách phát ẩm chuẩn như trẻ ở các nước bản xứ học. Trẻ sẽ biết các sử dụng các cấu trúc ngữ pháp căn bản khi mới bắt đầu học Tiếng Anh. Trẻ sẽ học được vốn kiến thức từ vựng phong phú và đa dạng để giúp trẻ tự tin hơn khi thực hành các hội thoại giao tiếp hàng ngày. Trẻ sẽ có những phút giây học tập thật là thư giãn và bổ ích với cô giáo Katy thông qua các bài giảng được thiết kế rất sinh động. Trẻ có thể vừa học vừa chơi mà vẫn đảm bảo tiếp thu cao.. Trẻ sẽ có bước đệm vững chắc để giao tiếp Tiếng Anh như chính ngôn ngữ mẹ đẻ của mình.,"Tiếng Anh trẻ em, Tiếng Anh"
https://unica.vn/dam-phan-chuyen-nghiep-bang-tieng-anh,Đàm phán chuyên nghiệp bằng Tiếng Anh,Quynh Vu - Founder Quick Start English,800.000,699.000,33,5.0,4 phần,22 bài giảng,02 giờ 22 phút,Nắm được 1000 từ vựng và cụm từ tiếng Anh sử dụng trong đàm phán. Nắm rõ 15 nguyên tắc đàm phán chủ chốt trong kinh doanh. Thực hành kĩ năng xử lí tình huống qua các ví dụ thực tế trong kinh doanh.. Công việc thuận lợi và lên tầm cao mới với kỹ năng đàm phán tiếng anh.,Tiếng Anh
